transaction_id,customer_id,revenue,product_category,transaction_date
txn_77,user_2333,2069.64,Footwear,2023-03-25
txn_78,user_564,1760.79,,2023-05-06
txn_79,user_2771,2073.41,Footwear,2023-03-30
txn_80,user_1404,409.94,Beauty,2023-04-19
txn_81,user_2701,1824.26,Apparel,2023-05-13
txn_82,user_3597,2285.69,Beauty,2023-04-19
txn_83,user_2565,3182.32,Apparel,2023-04-09
txn_84,user_879,1585.38,Beauty,2023-02-13
txn_85,user_1921,-1353.21,Accessories,2023-03-06
txn_86,user_2191,1598.59,Beauty,2023-02-14
txn_87,user_2192,-2732.32,,2023-02-19
txn_88,user_1177,2263,Accessories,2023-01-07
txn_89,user_770,1576.19,Beauty,2023-01-04
txn_90,user_2923,2410.61,,2023-04-17
txn_91,user_3464,2077.66,,2023-04-23
txn_92,user_1335,2774.92,,2023-03-17
txn_93,user_1753,1438.36,Accessories,2023-03-06
txn_94,user_2208,1737.87,,2023-05-06
txn_95,user_892,1686.31,,2023-06-18
txn_96,user_725,829.19,Footwear,2023-03-26
txn_97,user_3709,2236.9,,2023-05-06
txn_98,user_3926,2208.84,Apparel,2023-03-31
txn_99,user_238,2004.09,Apparel,2023-03-29
txn_100,user_272,1812.33,,2023-04-08
txn_101,user_1530,-867.7,,2023-06-19
txn_102,user_1704,1663.48,Beauty,2023-06-08
txn_103,user_2305,1725.83,,2023-02-26
txn_104,user_2235,1358.18,Accessories,2023-03-17
txn_105,user_1964,1870.97,Apparel,2023-02-28
txn_106,user_1262,-2323.24,Accessories,2023-03-03
txn_107,user_2627,3508.95,,2023-06-13
txn_108,user_1020,2139.66,Apparel,2023-01-07
txn_109,user_1737,2206.04,Beauty,2023-02-04
txn_110,user_2503,1940.44,,2023-04-25
txn_111,user_1727,464.98,Accessories,2023-04-18
txn_112,user_3132,1978.79,,2023-01-11
txn_113,user_3591,2048.18,Beauty,2023-06-11
txn_114,user_202,3970.59,,2023-03-01
txn_115,user_877,1846.11,Beauty,2023-06-24
txn_116,user_1995,2241.24,Accessories,2023-01-25
txn_117,user_138,1972.23,,2023-05-24
txn_118,user_1032,1065.06,Beauty,2023-02-01
txn_119,user_3070,2914.26,Apparel,2023-05-14
txn_120,user_762,2601.55,Apparel,2023-01-04
txn_121,user_893,2632.83,Accessories,2023-01-10
txn_122,user_2549,1272.49,Accessories,2023-05-11
txn_123,user_751,3122.24,,2023-01-30
txn_124,user_3767,878.52,Footwear,2023-06-25
txn_125,user_2990,2469.49,Apparel,2023-02-24
txn_126,user_327,3752.36,Beauty,2023-04-12
txn_127,user_1617,1207.57,Beauty,2023-06-29
txn_128,user_1474,-1546.96,,2023-03-10
txn_129,user_1946,2079.72,,2023-05-08
txn_130,user_2934,1597.22,,2023-04-30
txn_131,user_2155,759.47,Accessories,2023-03-31
txn_132,user_3497,2054.85,,2023-05-06
txn_133,user_2537,1150.16,Accessories,2023-04-30
txn_134,user_2870,2378.87,Apparel,2023-01-26
txn_135,user_1198,1264.46,Apparel,2023-04-28
txn_136,user_3758,3239.95,Accessories,2023-04-17
txn_137,user_275,1373.4,,2023-01-14
txn_138,user_3814,1742.35,,2023-02-15
txn_139,user_3277,2650.81,,2023-05-27
txn_140,user_3290,1015.31,Apparel,2023-05-18
txn_141,user_3524,2181.97,,2023-02-22
txn_142,user_3885,3045.71,Beauty,2023-06-21
txn_143,user_2117,714.01,Beauty,2023-05-14
txn_144,user_3509,2147.71,,2023-06-05
txn_145,user_2341,2207.91,Footwear,2023-01-05
txn_146,user_86,2625.46,Beauty,2023-03-26
txn_147,user_248,1010.44,Apparel,2023-03-23
txn_148,user_3752,943.63,Apparel,2023-01-25
txn_149,user_1117,2417.55,Apparel,2023-04-24
txn_150,user_1668,2237.59,Apparel,2023-02-27
txn_151,user_885,2200.39,,2023-03-14
txn_152,user_2459,2277.16,Beauty,2023-01-14
txn_153,user_1019,1455.98,,2023-05-26
txn_154,user_1711,2185.8,Apparel,2023-01-08
txn_155,user_2212,2234.46,,2023-06-24
txn_156,user_2324,1428.52,,2023-06-01
txn_157,user_1958,-3492.62,Accessories,2023-02-22
txn_158,user_2137,2379.07,,2023-04-24
txn_159,user_1632,-1046.96,,2023-05-26
txn_160,user_1838,2525.24,Beauty,2023-02-08
txn_161,user_466,1220.25,Footwear,2023-03-27
txn_162,user_1229,2629.67,Beauty,2023-01-18
txn_163,user_1150,2926.88,Apparel,2023-03-30
txn_164,user_3036,1343.45,,2023-05-12
txn_165,user_2568,2770.7,Accessories,2023-05-23
txn_166,user_3372,2330.22,,2023-05-31
txn_167,user_2922,2657.65,Footwear,2023-01-17
txn_168,user_731,3517.43,Apparel,2023-01-09
txn_169,user_2130,1803.69,,2023-01-11
txn_170,user_1278,-1397.01,Apparel,2023-02-14
txn_171,user_1146,1288.39,,2023-04-26
txn_172,user_132,1347.35,,2023-03-06
txn_173,user_751,1938.32,Beauty,2023-03-05
txn_174,user_892,-2272.92,Accessories,2023-06-12
txn_175,user_611,2221.35,Accessories,2023-06-10
txn_176,user_1802,2661.75,,2023-05-27
txn_177,user_3681,2010.4,Beauty,2023-02-11
txn_178,user_3462,-3162.83,Beauty,2023-05-01
txn_179,user_2481,1788.27,,2023-03-17
txn_180,user_2981,4176.14,,2023-06-06
txn_181,user_728,-2500.53,Apparel,2023-05-07
txn_182,user_557,1314.27,Accessories,2023-05-19
txn_183,user_3142,1143.29,,2023-03-29
txn_184,user_3660,-2385.98,Beauty,2023-03-28
txn_185,user_82,1821.23,Beauty,2023-06-25
txn_186,user_2325,2571.2,Apparel,2023-02-27
txn_187,user_589,2378.59,Apparel,2023-06-19
txn_188,user_3549,1941.74,Accessories,2023-05-31
txn_189,user_1596,1322.57,,2023-04-18
txn_190,user_2864,788.12,,2023-03-23
txn_191,user_378,1642.79,Beauty,2023-02-13
txn_192,user_1972,-2685.12,Accessories,2023-05-04
txn_193,user_212,2171.27,Accessories,2023-06-26
txn_194,user_2177,1003.41,Beauty,2023-05-10
txn_195,user_1786,2138.54,Footwear,2023-04-24
txn_196,user_2096,2308.25,Beauty,2023-04-29
txn_197,user_396,1292.91,Beauty,2023-02-01
txn_198,user_729,-2122.98,,2023-05-27
txn_199,user_3963,2046.57,,2023-06-17
txn_200,user_3571,1085.62,Apparel,2023-05-07
txn_201,user_1556,2286.23,Beauty,2023-01-01
txn_202,user_2728,2448.63,Beauty,2023-06-13
txn_203,user_47,-2866.44,Footwear,2023-06-15
txn_204,user_1797,2843.04,Beauty,2023-02-11
txn_205,user_3017,897.86,Accessories,2023-02-16
txn_206,user_1813,1249.74,Accessories,2023-02-20
txn_207,user_1,2412.03,Apparel,2023-02-26
txn_208,user_2484,2411.03,,2023-06-13
txn_209,user_3092,-2412.04,Accessories,2023-04-19
txn_210,user_3679,5082.19,,2023-03-20
txn_211,user_3022,2456.71,,2023-05-19
txn_212,user_1699,2908.45,,2023-03-19
txn_213,user_2462,2763.2,Beauty,2023-06-28
txn_214,user_1114,2521.11,Footwear,2023-06-28
txn_215,user_731,-1747.78,,2023-05-29
txn_216,user_579,2607.18,,2023-04-14
txn_217,user_2053,1381.74,,2023-06-25
txn_218,user_848,1810.55,Accessories,2023-05-06
txn_219,user_2177,1611.71,Accessories,2023-03-25
txn_220,user_1983,2065.5,Beauty,2023-03-25
txn_221,user_879,-3851.73,Footwear,2023-03-08
txn_222,user_3061,506.19,Accessories,2023-02-22
txn_223,user_74,2549.01,Apparel,2023-02-26
txn_224,user_529,709.83,Accessories,2023-04-28
txn_225,user_1519,-1622.45,Apparel,2023-02-05
txn_226,user_671,2871.16,Accessories,2023-03-03
txn_227,user_2836,2051.42,,2023-01-01
txn_228,user_2343,1137.8,Accessories,2023-04-05
txn_229,user_3964,1427.76,,2023-04-24
txn_230,user_952,-2543.68,,2023-02-08
txn_231,user_2702,1415.71,Beauty,2023-02-15
txn_232,user_596,2173.17,Accessories,2023-05-06
txn_233,user_1796,2036.46,Footwear,2023-05-23
txn_234,user_624,1478.72,,2023-01-16
txn_235,user_1972,3715.16,Apparel,2023-01-13
txn_236,user_592,2507.14,,2023-05-16
txn_237,user_2773,379.89,Accessories,2023-01-29
txn_238,user_2577,2149.16,,2023-03-03
txn_239,user_2449,1470.57,Beauty,2023-06-06
txn_240,user_1960,2681.95,,2023-06-13
txn_241,user_917,1365.98,,2023-02-21
txn_242,user_1007,1908.21,,2023-02-20
txn_243,user_2159,2403.99,Beauty,2023-05-22
txn_244,user_2099,2692.6,,2023-04-13
txn_245,user_2139,1039.76,,2023-02-08
txn_246,user_1416,1732.4,Beauty,2023-02-23
txn_247,user_2283,1620.04,Beauty,2023-05-18
txn_248,user_420,1477.34,Beauty,2023-03-31
txn_249,user_740,3412.36,Footwear,2023-03-27
txn_250,user_153,2323.99,,2023-06-04
txn_251,user_3416,991.29,,2023-03-02
txn_252,user_1966,2734.29,Beauty,2023-03-01
txn_253,user_3002,3697.72,Footwear,2023-01-30
txn_254,user_2375,2825.97,Apparel,2023-04-07
txn_255,user_3859,784.5,,2023-04-14
txn_256,user_125,1612.61,Footwear,2023-03-16
txn_257,user_723,3013.53,,2023-03-31
txn_258,user_236,1433.86,Beauty,2023-02-09
txn_259,user_2948,2355.06,,2023-06-11
txn_260,user_1778,2619.71,Apparel,2023-01-15
txn_261,user_1842,1258.46,Beauty,2023-04-24
txn_262,user_3304,1952.38,Beauty,2023-04-24
txn_263,user_2748,-593.01,,2023-06-04
txn_264,user_1975,-1180.49,Apparel,2023-06-05
txn_265,user_186,1797.95,,2023-04-23
txn_266,user_1085,1001.77,,2023-05-27
txn_267,user_3665,3305.93,Footwear,2023-01-09
txn_268,user_1481,855.89,Beauty,2023-03-13
txn_269,user_176,1647.96,Footwear,2023-03-07
txn_270,user_575,2104.59,Apparel,2023-03-02
txn_271,user_990,3153.02,,2023-06-27
txn_272,user_1935,851.31,Beauty,2023-03-31
txn_273,user_446,2930.53,Accessories,2023-06-05
txn_274,user_455,2008.19,Beauty,2023-04-11
txn_275,user_333,1214.79,,2023-03-19
txn_276,user_88,2369.68,Accessories,2023-05-01
txn_277,user_748,2159.25,Beauty,2023-02-22
txn_278,user_2456,1519.83,Beauty,2023-02-07
txn_279,user_3310,2055.84,,2023-05-14
txn_280,user_1323,-1691.75,Beauty,2023-02-05
txn_281,user_2265,2090.81,,2023-03-18
txn_282,user_3455,2529.7,,2023-06-27
txn_283,user_1454,3268.81,Apparel,2023-01-07
txn_284,user_2372,1009.75,,2023-05-11
txn_285,user_1757,3706.43,,2023-06-29
txn_286,user_2329,438.33,,2023-03-10
txn_287,user_2642,1878.57,Accessories,2023-06-26
txn_288,user_68,2470.65,Apparel,2023-03-10
txn_289,user_2525,-2224.79,,2023-04-30
txn_290,user_3063,1501.84,,2023-06-05
txn_291,user_1998,1833.5,Footwear,2023-03-15
txn_292,user_3897,1605.6,Footwear,2023-04-08
txn_293,user_3445,1528.51,,2023-04-11
txn_294,user_411,2679.68,Beauty,2023-05-08
txn_295,user_2956,2285.61,,2023-06-12
txn_296,user_1822,1445.67,Footwear,2023-02-11
txn_297,user_580,2719.68,Accessories,2023-04-07
txn_298,user_2992,2245.84,Accessories,2023-03-03
txn_299,user_971,2650.29,Apparel,2023-02-07
txn_300,user_2035,-2503.7,Beauty,2023-04-04
txn_301,user_3040,-1336.8,Beauty,2023-04-18
txn_302,user_3298,1551.86,,2023-05-01
txn_303,user_3130,2597.83,Beauty,2023-06-27
txn_304,user_2307,2488.3,,2023-06-27
txn_305,user_159,1983.28,Apparel,2023-03-06
txn_306,user_1468,2093.86,,2023-04-07
txn_307,user_2659,3022.13,Apparel,2023-01-30
txn_308,user_3812,1526.74,Apparel,2023-02-09
txn_309,user_3120,2437.68,Apparel,2023-05-08
txn_310,user_1401,1838.25,Apparel,2023-01-07
txn_311,user_1649,1825.86,,2023-06-25
txn_312,user_332,2879.02,Accessories,2023-05-16
txn_313,user_3624,2660.33,,2023-02-26
txn_314,user_3550,2650.81,,2023-02-10
txn_315,user_3543,3044.38,Accessories,2023-03-07
txn_316,user_1306,2016.8,Beauty,2023-03-28
txn_317,user_749,2545.56,Footwear,2023-01-25
txn_318,user_1244,1751.79,,2023-06-07
txn_319,user_1267,2259.33,Apparel,2023-02-18
txn_320,user_2548,1895.89,,2023-05-28
txn_321,user_1531,2077.6,Beauty,2023-04-13
txn_322,user_2311,2476.13,Footwear,2023-01-14
txn_323,user_977,1345.42,Accessories,2023-04-22
txn_324,user_2392,3673.91,Apparel,2023-05-04
txn_325,user_55,1195.19,,2023-06-22
txn_326,user_3129,1028.65,Accessories,2023-01-17
txn_327,user_54,2926.49,Footwear,2023-04-16
txn_328,user_3701,2633.33,Apparel,2023-02-05
txn_329,user_2126,2499.3,Accessories,2023-01-11
txn_330,user_2888,2502.68,,2023-01-29
txn_331,user_262,1990.2,Footwear,2023-01-07
txn_332,user_2814,1282.2,,2023-02-28
txn_333,user_3412,2060.64,Apparel,2023-03-12
txn_334,user_1287,1458.27,Beauty,2023-05-13
txn_335,user_2388,2780.1,,2023-05-25
txn_336,user_1625,1882.35,,2023-03-02
txn_337,user_31,1339.6,Footwear,2023-05-22
txn_338,user_1176,-1742.89,Footwear,2023-01-20
txn_339,user_2059,2330.35,Accessories,2023-04-09
txn_340,user_3541,-1549.02,Footwear,2023-01-28
txn_341,user_2339,-1342.22,,2023-04-15
txn_342,user_219,2194.95,,2023-05-20
txn_343,user_1450,2195.97,,2023-05-26
txn_344,user_1725,1594.45,,2023-05-22
txn_345,user_279,1623.17,Accessories,2023-03-11
txn_346,user_3938,-2185.64,Footwear,2023-05-20
txn_347,user_3866,841.53,Beauty,2023-04-01
txn_348,user_1261,874.03,,2023-02-17
txn_349,user_3705,1425.24,Apparel,2023-06-25
txn_350,user_3904,1829.24,,2023-04-28
txn_351,user_1254,2248.73,Apparel,2023-03-28
txn_352,user_1635,3180.28,Footwear,2023-01-08
txn_353,user_3514,2686.13,,2023-01-13
txn_354,user_3415,1872.05,Apparel,2023-05-30
txn_355,user_2658,1984.79,Accessories,2023-06-10
txn_356,user_1603,1197.98,Accessories,2023-01-03
txn_357,user_3519,-1985.19,,2023-02-26
txn_358,user_3756,1769.07,Beauty,2023-04-12
txn_359,user_2574,2258.17,Beauty,2023-04-21
txn_360,user_3426,-1338.22,Accessories,2023-01-08
txn_361,user_1430,2415.48,,2023-04-03
txn_362,user_2638,3226.19,Beauty,2023-04-20
txn_363,user_1351,1912.99,,2023-02-24
txn_364,user_3384,2321.37,,2023-06-29
txn_365,user_3963,2552.12,Apparel,2023-06-04
txn_366,user_1264,1679.02,Footwear,2023-04-29
txn_367,user_623,2179.27,,2023-01-11
txn_368,user_2888,2010.07,Footwear,2023-01-22
txn_369,user_2843,2078.14,,2023-04-10
txn_370,user_3310,1381.59,,2023-02-01
txn_371,user_111,2019.61,Beauty,2023-03-11
txn_372,user_2037,-2398.4,Accessories,2023-02-17
txn_373,user_1029,3160.91,Footwear,2023-02-13
txn_374,user_331,2767.42,,2023-05-29
txn_375,user_202,3722.55,,2023-04-17
txn_376,user_3121,1386.12,Footwear,2023-05-05
txn_377,user_1844,2697.86,,2023-05-22
txn_378,user_447,2146.67,Footwear,2023-01-02
txn_379,user_2508,3751.84,,2023-03-04
txn_380,user_401,1353.36,Accessories,2023-02-11
txn_381,user_1024,1328.22,Apparel,2023-02-23
txn_382,user_1265,1520.49,Footwear,2023-02-16
txn_383,user_2110,300.88,,2023-02-09
txn_384,user_3290,1579.4,Accessories,2023-04-14
txn_385,user_3951,1392.69,,2023-04-11
txn_386,user_1696,2120.32,Apparel,2023-06-18
txn_387,user_3926,2273.4,,2023-01-11
txn_388,user_129,-3500.94,Accessories,2023-05-23
txn_389,user_2359,2760.34,,2023-02-25
txn_390,user_2231,1538.48,Beauty,2023-04-06
txn_391,user_3544,1281.27,Apparel,2023-03-22
txn_392,user_1105,2393.54,,2023-06-26
txn_393,user_3057,943.81,Accessories,2023-04-27
txn_394,user_2214,3465.17,,2023-01-13
txn_395,user_3938,2943.55,,2023-03-12
txn_396,user_2537,1624.66,Apparel,2023-03-14
txn_397,user_3605,629.49,,2023-01-30
txn_398,user_1424,3083.1,,2023-01-30
txn_399,user_3913,1908.37,Beauty,2023-04-15
txn_400,user_380,2990.25,,2023-06-02
txn_401,user_1398,724.46,Beauty,2023-01-24
txn_402,user_146,-1520.5,Beauty,2023-04-04
txn_403,user_1700,2004.19,Beauty,2023-04-11
txn_404,user_1754,2037.58,Accessories,2023-03-16
txn_405,user_3509,1639.95,,2023-03-27
txn_406,user_963,2498.28,,2023-06-25
txn_407,user_1635,1145.9,Beauty,2023-04-19
txn_408,user_1776,1886.1,,2023-04-01
txn_409,user_2533,2096.24,Footwear,2023-06-19
txn_410,user_937,2411.55,Footwear,2023-03-01
txn_411,user_3663,2569.29,Apparel,2023-04-20
txn_412,user_742,1100.29,Beauty,2023-03-10
txn_413,user_2091,772.71,,2023-06-15
txn_414,user_442,3022.14,Beauty,2023-01-25
txn_415,user_1279,2265.85,Footwear,2023-05-21
txn_416,user_2117,1401.21,Footwear,2023-03-27
txn_417,user_2202,3240.92,,2023-04-06
txn_418,user_3080,2092.54,Apparel,2023-06-18
txn_419,user_1478,-2943.44,Footwear,2023-01-20
txn_420,user_2776,2054.01,Accessories,2023-04-21
txn_421,user_466,3648.6,Beauty,2023-01-02
txn_422,user_672,3404.27,Accessories,2023-05-02
txn_423,user_769,1800.83,Beauty,2023-05-28
txn_424,user_3231,2777.26,Footwear,2023-02-14
txn_425,user_929,2516.3,,2023-01-29
txn_426,user_1977,3094.91,Apparel,2023-06-06
txn_427,user_2863,1228.06,Beauty,2023-05-23
txn_428,user_658,2548.84,Accessories,2023-05-14
txn_429,user_2238,2846.74,,2023-03-11
txn_430,user_2710,593.01,Footwear,2023-06-12
txn_431,user_2889,1053.39,,2023-06-24
txn_432,user_2789,368.61,Apparel,2023-05-16
txn_433,user_1833,1784.47,Accessories,2023-01-08
txn_434,user_3545,2574.03,,2023-05-03
txn_435,user_621,3201.89,Beauty,2023-01-27
txn_436,user_3056,2059.28,Beauty,2023-03-29
txn_437,user_1800,3302.89,,2023-01-15
txn_438,user_1577,895.92,Footwear,2023-03-16
txn_439,user_1076,637.29,Apparel,2023-01-23
txn_440,user_2073,-1955.56,Accessories,2023-03-08
txn_441,user_1368,2307.25,,2023-06-19
txn_442,user_517,1973.84,Accessories,2023-02-03
txn_443,user_2105,346.05,Footwear,2023-03-21
txn_444,user_2242,1928.7,Apparel,2023-04-20
txn_445,user_3461,956.42,,2023-04-26
txn_446,user_197,2535.74,,2023-06-20
txn_447,user_1560,2293.28,Apparel,2023-03-19
txn_448,user_1254,1248.1,Footwear,2023-05-07
txn_449,user_2823,1588.91,Footwear,2023-01-06
txn_450,user_395,1152.63,Beauty,2023-06-06
txn_451,user_392,1949.86,,2023-01-28
txn_452,user_1555,2764.11,Accessories,2023-01-20
txn_453,user_1437,1211.42,Footwear,2023-02-18
txn_454,user_1947,2403.24,,2023-03-11
txn_455,user_30,1575.79,Apparel,2023-02-21
txn_456,user_1095,-1365.7,Beauty,2023-05-10
txn_457,user_282,-1914.38,Apparel,2023-05-05
txn_458,user_456,1171.81,Beauty,2023-06-14
txn_459,user_419,1557.08,Accessories,2023-03-30
txn_460,user_417,1041.7,Accessories,2023-01-26
txn_461,user_1146,3571.78,,2023-06-16
txn_462,user_1472,2028.21,Footwear,2023-05-19
txn_463,user_1993,1440.22,Beauty,2023-05-21
txn_464,user_149,2171.18,Beauty,2023-02-14
txn_465,user_2437,1910.14,,2023-01-20
txn_466,user_3461,1823.22,Apparel,2023-05-17
txn_467,user_1054,2491.33,,2023-05-13
txn_468,user_3625,-2606.01,,2023-03-21
txn_469,user_2169,1575.6,Beauty,2023-02-13
txn_470,user_801,1539.35,Apparel,2023-06-02
txn_471,user_2475,-1779.96,Apparel,2023-03-21
txn_472,user_2964,158.46,Accessories,2023-03-06
txn_473,user_1395,-787.85,Apparel,2023-06-19
txn_474,user_29,3093.5,Apparel,2023-03-08
txn_475,user_1465,3315.97,Apparel,2023-06-22
txn_476,user_2500,1800.77,,2023-01-22
txn_477,user_3436,2461.25,Footwear,2023-02-24
txn_478,user_217,-2249,Beauty,2023-06-13
txn_479,user_3376,4463.1,,2023-02-05
txn_480,user_3309,2895.66,Footwear,2023-02-12
txn_481,user_847,1897.67,Footwear,2023-04-20
txn_482,user_2512,1235.57,Apparel,2023-03-09
txn_483,user_3405,714.84,,2023-04-09
txn_484,user_3648,-2162.77,,2023-01-13
txn_485,user_1067,1394.92,Accessories,2023-02-23
txn_486,user_1341,862.2,Footwear,2023-04-18
txn_487,user_3104,1482.74,Accessories,2023-03-08
txn_488,user_2416,1134.76,Accessories,2023-02-23
txn_489,user_3938,3349.71,Beauty,2023-02-18
txn_490,user_3150,2705.31,Accessories,2023-01-25
txn_491,user_798,1993.62,Accessories,2023-06-07
txn_492,user_2407,3183.96,Footwear,2023-04-18
txn_493,user_243,2061.89,Apparel,2023-01-07
txn_494,user_2499,1310.97,,2023-04-28
txn_495,user_641,3218.5,Apparel,2023-06-29
txn_496,user_1288,-2431.13,,2023-06-28
txn_497,user_993,1170.2,Beauty,2023-03-16
txn_498,user_374,1847.73,,2023-06-07
txn_499,user_3501,-1299.51,Footwear,2023-04-22
txn_500,user_1504,893.76,,2023-01-13
txn_501,user_3988,2740.94,Footwear,2023-06-28
txn_502,user_1478,3527.53,Footwear,2023-04-20
txn_503,user_167,-881.15,Footwear,2023-05-19
txn_504,user_3083,2450.38,,2023-02-16
txn_505,user_686,1479.49,Accessories,2023-02-22
txn_506,user_1475,1610.3,,2023-06-07
txn_507,user_769,1526.08,,2023-03-23
txn_508,user_3784,1308.81,Accessories,2023-05-24
txn_509,user_2316,2038.82,Accessories,2023-01-17
txn_510,user_2626,1335.24,Beauty,2023-03-24
txn_511,user_721,2216.37,,2023-04-24
txn_512,user_1878,1959.81,Accessories,2023-03-22
txn_513,user_419,1808.84,,2023-06-22
txn_514,user_3635,1273.95,Accessories,2023-04-22
txn_515,user_827,1538.58,Beauty,2023-05-06
txn_516,user_1671,2604.31,Beauty,2023-01-15
txn_517,user_861,-2400.73,Apparel,2023-01-21
txn_518,user_687,1217.96,Apparel,2023-03-04
txn_519,user_920,2079.47,,2023-05-13
txn_520,user_2020,2601.11,Footwear,2023-06-14
txn_521,user_3183,664.48,Accessories,2023-02-15
txn_522,user_302,2434.69,,2023-05-11
txn_523,user_879,1469.9,Accessories,2023-03-15
txn_524,user_2769,2456.48,Accessories,2023-04-27
txn_525,user_1182,1389.39,,2023-06-10
txn_526,user_947,556.09,,2023-02-21
txn_527,user_2302,697.97,Accessories,2023-02-08
txn_528,user_1523,2038.47,Footwear,2023-01-10
txn_529,user_2553,2207.78,Accessories,2023-06-26
txn_530,user_1020,1276.55,Accessories,2023-02-14
txn_531,user_3951,-2510.87,Apparel,2023-05-06
txn_532,user_802,670.78,Accessories,2023-04-08
txn_533,user_1721,1947.14,Apparel,2023-04-21
txn_534,user_3903,1031.19,,2023-06-13
txn_535,user_2315,1478.53,,2023-02-08
txn_536,user_3982,2037.92,Beauty,2023-01-27
txn_537,user_3943,1311.67,Accessories,2023-04-17
txn_538,user_3652,1692.36,,2023-01-12
txn_539,user_2722,2805.03,Apparel,2023-02-24
txn_540,user_3356,-1538.49,Footwear,2023-01-27
txn_541,user_2932,2668.55,,2023-03-28
txn_542,user_3937,1096.23,Footwear,2023-01-25
txn_543,user_3524,2423.84,,2023-05-12
txn_544,user_920,3153.25,Footwear,2023-05-23
txn_545,user_1455,22.68,Apparel,2023-03-09
txn_546,user_3999,1362.48,Footwear,2023-04-15
txn_547,user_3354,2461.66,Footwear,2023-04-16
txn_548,user_3047,1837.56,Footwear,2023-01-30
txn_549,user_1209,2296.92,Footwear,2023-05-02
